,Qname,Flag,Rname,Pos,MapQ,CIGAR,Organims
830,NZ_CP021038.1_129,145,NZ_CP086350.1,1721538,42,150M,subsp_nebraskensis_419B
831,NZ_CP021038.1_130,97,NZ_CP086350.1,1024460,40,150M,subsp_nebraskensis_419B
832,NZ_CP021038.1_130,145,NZ_CP086350.1,1024340,40,150M,subsp_nebraskensis_419B
833,NZ_CP021038.1_132,97,NZ_CP086350.1,649645,42,150M,subsp_nebraskensis_419B
834,NZ_CP021038.1_132,145,NZ_CP086350.1,649525,42,150M,subsp_nebraskensis_419B
835,NZ_CP021038.1_134,97,NZ_CP086350.1,2983039,3,117M11I22M,subsp_nebraskensis_419B
836,NZ_CP021038.1_134,145,NZ_CP086350.1,2982919,3,150M,subsp_nebraskensis_419B
837,NZ_CP021038.1_137,97,NZ_CP086350.1,583816,24,150M,subsp_nebraskensis_419B
838,NZ_CP021038.1_137,145,NZ_CP086350.1,583696,24,150M,subsp_nebraskensis_419B
839,NZ_CP021038.1_138,97,NZ_CP086350.1,1929702,24,150M,subsp_nebraskensis_419B
840,NZ_CP021038.1_138,145,NZ_CP086350.1,1929582,24,150M,subsp_nebraskensis_419B
841,NZ_CP021038.1_140,97,NZ_CP086350.1,1177594,42,150M,subsp_nebraskensis_419B
842,NZ_CP021038.1_140,145,NZ_CP086350.1,1177474,42,150M,subsp_nebraskensis_419B
843,NZ_CP021038.1_142,97,NZ_CP086350.1,1669626,40,150M,subsp_nebraskensis_419B
844,NZ_CP021038.1_142,145,NZ_CP086350.1,1669506,40,150M,subsp_nebraskensis_419B
845,NZ_CP021038.1_143,97,NZ_CP086350.1,2706085,42,150M,subsp_nebraskensis_419B
846,NZ_CP021038.1_143,145,NZ_CP086350.1,2705965,42,150M,subsp_nebraskensis_419B
847,NZ_CP021038.1_144,97,NZ_CP086350.1,1054824,24,150M,subsp_nebraskensis_419B
848,NZ_CP021038.1_144,145,NZ_CP086350.1,1054704,24,150M,subsp_nebraskensis_419B
849,NZ_CP021038.1_161,97,NZ_CP086350.1,1365851,24,150M,subsp_nebraskensis_419B
850,NZ_CP021038.1_161,145,NZ_CP086350.1,1365731,24,150M,subsp_nebraskensis_419B
851,NZ_CP021038.1_162,97,NZ_CP086350.1,2093772,24,150M,subsp_nebraskensis_419B
852,NZ_CP021038.1_162,145,NZ_CP086350.1,2093652,24,150M,subsp_nebraskensis_419B
853,NZ_CP021038.1_163,97,NZ_CP086350.1,2711321,40,150M,subsp_nebraskensis_419B
854,NZ_CP021038.1_163,145,NZ_CP086350.1,2711201,40,150M,subsp_nebraskensis_419B
855,NZ_CP021038.1_165,97,NZ_CP086350.1,1845192,42,150M,subsp_nebraskensis_419B
856,NZ_CP021038.1_165,145,NZ_CP086350.1,1845072,42,150M,subsp_nebraskensis_419B
857,NZ_CP021038.1_166,97,NZ_CP086350.1,326403,42,150M,subsp_nebraskensis_419B
858,NZ_CP021038.1_166,145,NZ_CP086350.1,326283,42,150M,subsp_nebraskensis_419B
859,NZ_CP021038.1_167,97,NZ_CP086350.1,1689624,42,150M,subsp_nebraskensis_419B
860,NZ_CP021038.1_167,145,NZ_CP086350.1,1689504,42,150M,subsp_nebraskensis_419B
861,NZ_CP021038.1_168,97,NZ_CP086350.1,1866864,24,62M2I86M,subsp_nebraskensis_419B
862,NZ_CP021038.1_168,145,NZ_CP086350.1,1866744,24,150M,subsp_nebraskensis_419B
863,NZ_CP021038.1_169,97,NZ_CP086350.1,1778275,42,150M,subsp_nebraskensis_419B
864,NZ_CP021038.1_169,145,NZ_CP086350.1,1778155,42,150M,subsp_nebraskensis_419B
865,NZ_CP021038.1_170,97,NZ_CP086350.1,2890465,8,122M1I27M,subsp_nebraskensis_419B
866,NZ_CP021038.1_170,145,NZ_CP086350.1,2890345,8,150M,subsp_nebraskensis_419B
867,NZ_CP021038.1_171,97,NZ_CP086350.1,1499121,40,150M,subsp_nebraskensis_419B
868,NZ_CP021038.1_171,145,NZ_CP086350.1,1499001,40,150M,subsp_nebraskensis_419B
869,NZ_CP021038.1_172,97,NZ_CP086350.1,2261262,40,150M,subsp_nebraskensis_419B
870,NZ_CP021038.1_172,145,NZ_CP086350.1,2261142,40,150M,subsp_nebraskensis_419B
871,NZ_CP021038.1_174,97,NZ_CP086350.1,1572321,42,150M,subsp_nebraskensis_419B
872,NZ_CP021038.1_174,145,NZ_CP086350.1,1572201,42,150M,subsp_nebraskensis_419B
873,NZ_CP021038.1_175,97,NZ_CP086350.1,1133387,8,150M,subsp_nebraskensis_419B
874,NZ_CP021038.1_175,145,NZ_CP086350.1,1133267,8,150M,subsp_nebraskensis_419B
875,NZ_CP021038.1_176,97,NZ_CP086350.1,364479,24,150M,subsp_nebraskensis_419B
876,NZ_CP021038.1_176,145,NZ_CP086350.1,364359,24,150M,subsp_nebraskensis_419B
877,NZ_CP021038.1_145,97,NZ_CP086350.1,2121073,40,150M,subsp_nebraskensis_419B
878,NZ_CP021038.1_145,145,NZ_CP086350.1,2120953,40,150M,subsp_nebraskensis_419B
879,NZ_CP021038.1_146,97,NZ_CP086350.1,728338,0,131M6I13M,subsp_nebraskensis_419B
880,NZ_CP021038.1_146,145,NZ_CP086350.1,728218,0,150M,subsp_nebraskensis_419B
881,NZ_CP021038.1_147,97,NZ_CP086350.1,1779963,40,150M,subsp_nebraskensis_419B
882,NZ_CP021038.1_147,145,NZ_CP086350.1,1779843,40,150M,subsp_nebraskensis_419B
883,NZ_CP021038.1_148,97,NZ_CP086350.1,2737698,42,150M,subsp_nebraskensis_419B
884,NZ_CP021038.1_148,145,NZ_CP086350.1,2737578,42,150M,subsp_nebraskensis_419B
885,NZ_CP021038.1_149,97,NZ_CP086350.1,1825842,42,150M,subsp_nebraskensis_419B
886,NZ_CP021038.1_149,145,NZ_CP086350.1,1825722,42,150M,subsp_nebraskensis_419B
887,NZ_CP021038.1_150,97,NZ_CP086350.1,1491809,23,150M,subsp_nebraskensis_419B
888,NZ_CP021038.1_150,145,NZ_CP086350.1,1491692,23,4M1I2M2I141M,subsp_nebraskensis_419B
889,NZ_CP021038.1_151,97,NZ_CP086350.1,2371979,0,150M,subsp_nebraskensis_419B
890,NZ_CP021038.1_151,145,NZ_CP086350.1,2371859,0,150M,subsp_nebraskensis_419B
891,NZ_CP021038.1_152,97,NZ_CP086350.1,366217,24,150M,subsp_nebraskensis_419B
892,NZ_CP021038.1_152,145,NZ_CP086350.1,366097,24,150M,subsp_nebraskensis_419B
893,NZ_CP021038.1_153,97,NZ_CP086350.1,1824804,23,150M,subsp_nebraskensis_419B
894,NZ_CP021038.1_153,145,NZ_CP086350.1,1824684,23,150M,subsp_nebraskensis_419B
895,NZ_CP021038.1_154,97,NZ_CP086350.1,983162,24,150M,subsp_nebraskensis_419B
896,NZ_CP021038.1_154,145,NZ_CP086350.1,983042,24,150M,subsp_nebraskensis_419B
897,NZ_CP021038.1_155,81,NZ_CP086350.1,796374,23,150M,subsp_nebraskensis_419B
898,NZ_CP021038.1_155,161,NZ_CP086350.1,796494,23,150M,subsp_nebraskensis_419B
899,NZ_CP021038.1_156,97,NZ_CP086350.1,660864,40,150M,subsp_nebraskensis_419B
900,NZ_CP021038.1_156,145,NZ_CP086350.1,660744,40,150M,subsp_nebraskensis_419B
901,NZ_CP021038.1_157,97,NZ_CP086350.1,1866423,23,150M,subsp_nebraskensis_419B
902,NZ_CP021038.1_157,145,NZ_CP086350.1,1866303,23,150M,subsp_nebraskensis_419B
903,NZ_CP021038.1_158,97,NZ_CP086350.1,2178741,40,150M,subsp_nebraskensis_419B
904,NZ_CP021038.1_158,145,NZ_CP086350.1,2178621,40,150M,subsp_nebraskensis_419B
905,NZ_CP021038.1_159,97,NZ_CP086350.1,1425561,40,150M,subsp_nebraskensis_419B
906,NZ_CP021038.1_159,145,NZ_CP086350.1,1425441,40,150M,subsp_nebraskensis_419B
907,NZ_CP021038.1_160,97,NZ_CP086350.1,1781573,23,150M,subsp_nebraskensis_419B
908,NZ_CP021038.1_160,145,NZ_CP086350.1,1781452,23,100M1D50M,subsp_nebraskensis_419B
909,NZ_CP021038.1_177,97,NZ_CP086350.1,2082462,24,150M,subsp_nebraskensis_419B
910,NZ_CP021038.1_177,145,NZ_CP086350.1,2082342,24,150M,subsp_nebraskensis_419B
911,NZ_CP021038.1_178,97,NZ_CP086350.1,2368506,24,150M,subsp_nebraskensis_419B
912,NZ_CP021038.1_178,145,NZ_CP086350.1,2368386,24,150M,subsp_nebraskensis_419B
913,NZ_CP021038.1_180,153,NZ_CP086350.1,1484242,40,150M,subsp_nebraskensis_419B
914,NZ_CP021038.1_181,97,NZ_CP086350.1,2722597,42,150M,subsp_nebraskensis_419B
915,NZ_CP021038.1_181,145,NZ_CP086350.1,2722477,42,150M,subsp_nebraskensis_419B
916,NZ_CP021038.1_182,81,NZ_CP086350.1,791304,24,150M,subsp_nebraskensis_419B
917,NZ_CP021038.1_182,161,NZ_CP086350.1,791424,24,150M,subsp_nebraskensis_419B
918,NZ_CP021038.1_183,97,NZ_CP086350.1,1484623,24,150M,subsp_nebraskensis_419B
919,NZ_CP021038.1_183,145,NZ_CP086350.1,1484503,24,150M,subsp_nebraskensis_419B
920,NZ_CP021038.1_184,97,NZ_CP086350.1,2623410,23,150M,subsp_nebraskensis_419B
921,NZ_CP021038.1_184,145,NZ_CP086350.1,2623290,23,150M,subsp_nebraskensis_419B
922,NZ_CP021038.1_185,97,NZ_CP086350.1,2354376,42,150M,subsp_nebraskensis_419B
923,NZ_CP021038.1_185,145,NZ_CP086350.1,2354256,42,150M,subsp_nebraskensis_419B
924,NZ_CP021038.1_186,153,NZ_CP086350.1,2447586,40,150M,subsp_nebraskensis_419B
925,NZ_CP021038.1_187,97,NZ_CP086350.1,298354,3,150M,subsp_nebraskensis_419B
926,NZ_CP021038.1_187,145,NZ_CP086350.1,298234,3,150M,subsp_nebraskensis_419B
927,NZ_CP021038.1_188,153,NZ_CP086350.1,64464,3,150M,subsp_nebraskensis_419B
928,NZ_CP021038.1_189,97,NZ_CP086350.1,3060530,40,150M,subsp_nebraskensis_419B
929,NZ_CP021038.1_189,145,NZ_CP086350.1,3060410,40,150M,subsp_nebraskensis_419B
930,NZ_CP021038.1_191,97,NZ_CP086350.1,1199589,42,150M,subsp_nebraskensis_419B
931,NZ_CP021038.1_191,145,NZ_CP086350.1,1199469,42,150M,subsp_nebraskensis_419B
932,NZ_CP021038.1_192,97,NZ_CP086350.1,290805,23,150M,subsp_nebraskensis_419B
933,NZ_CP021038.1_192,145,NZ_CP086350.1,290685,23,150M,subsp_nebraskensis_419B
934,NZ_CP021038.1_194,97,NZ_CP086350.1,2620242,42,150M,subsp_nebraskensis_419B
935,NZ_CP021038.1_194,145,NZ_CP086350.1,2620122,42,150M,subsp_nebraskensis_419B
936,NZ_CP021038.1_195,97,NZ_CP086350.1,98565,40,150M,subsp_nebraskensis_419B
937,NZ_CP021038.1_195,145,NZ_CP086350.1,98445,40,150M,subsp_nebraskensis_419B
938,NZ_CP021038.1_196,97,NZ_CP086350.1,1861523,40,150M,subsp_nebraskensis_419B
939,NZ_CP021038.1_196,145,NZ_CP086350.1,1861403,40,150M,subsp_nebraskensis_419B
940,NZ_CP021038.1_197,97,NZ_CP086350.1,1545470,0,150M,subsp_nebraskensis_419B
941,NZ_CP021038.1_197,145,NZ_CP086350.1,1545350,0,150M,subsp_nebraskensis_419B
942,NZ_CP021038.1_198,97,NZ_CP086350.1,1885903,40,150M,subsp_nebraskensis_419B
943,NZ_CP021038.1_198,145,NZ_CP086350.1,1885783,40,150M,subsp_nebraskensis_419B
944,NZ_CP021038.1_199,97,NZ_CP086350.1,1164234,40,150M,subsp_nebraskensis_419B
945,NZ_CP021038.1_199,145,NZ_CP086350.1,1164114,40,150M,subsp_nebraskensis_419B
946,NZ_CP021038.1_200,97,NZ_CP086350.1,1104428,42,150M,subsp_nebraskensis_419B
947,NZ_CP021038.1_200,145,NZ_CP086350.1,1104308,42,150M,subsp_nebraskensis_419B
948,NZ_CP021038.1_201,97,NZ_CP086350.1,601641,0,150M,subsp_nebraskensis_419B
949,NZ_CP021038.1_201,145,NZ_CP086350.1,601521,0,150M,subsp_nebraskensis_419B
950,NZ_CP021038.1_203,97,NZ_CP086350.1,1226241,0,150M,subsp_nebraskensis_419B
951,NZ_CP021038.1_203,145,NZ_CP086350.1,1226121,0,150M,subsp_nebraskensis_419B
952,NZ_CP021038.1_204,97,NZ_CP086350.1,1527803,40,150M,subsp_nebraskensis_419B
953,NZ_CP021038.1_204,145,NZ_CP086350.1,1527683,40,150M,subsp_nebraskensis_419B
954,NZ_CP021038.1_206,97,NZ_CP086350.1,1231911,23,143M1I6M,subsp_nebraskensis_419B
955,NZ_CP021038.1_206,145,NZ_CP086350.1,1231791,23,150M,subsp_nebraskensis_419B
956,NZ_CP021038.1_207,97,NZ_CP086350.1,1515009,42,150M,subsp_nebraskensis_419B
957,NZ_CP021038.1_207,145,NZ_CP086350.1,1514889,42,150M,subsp_nebraskensis_419B
958,NZ_CP021038.1_208,97,NZ_CP086350.1,733965,24,150M,subsp_nebraskensis_419B
959,NZ_CP021038.1_208,145,NZ_CP086350.1,733845,24,150M,subsp_nebraskensis_419B
960,NZ_CP021038.1_209,73,NZ_CP086350.1,634489,3,150M,subsp_nebraskensis_419B
961,NZ_CP021038.1_210,97,NZ_CP086350.1,1796483,40,150M,subsp_nebraskensis_419B
962,NZ_CP021038.1_210,145,NZ_CP086350.1,1796363,40,150M,subsp_nebraskensis_419B
963,NZ_CP021038.1_211,97,NZ_CP086350.1,2361413,24,150M,subsp_nebraskensis_419B
964,NZ_CP021038.1_211,145,NZ_CP086350.1,2361293,24,150M,subsp_nebraskensis_419B
965,NZ_CP021038.1_212,97,NZ_CP086350.1,2400964,23,150M,subsp_nebraskensis_419B
966,NZ_CP021038.1_212,145,NZ_CP086350.1,2400844,23,150M,subsp_nebraskensis_419B
967,NZ_CP021038.1_213,97,NZ_CP086350.1,68802,42,150M,subsp_nebraskensis_419B
968,NZ_CP021038.1_213,145,NZ_CP086350.1,68682,42,150M,subsp_nebraskensis_419B
969,NZ_CP021038.1_214,97,NZ_CP086350.1,2112780,23,150M,subsp_nebraskensis_419B
970,NZ_CP021038.1_214,145,NZ_CP086350.1,2112660,23,150M,subsp_nebraskensis_419B
971,NZ_CP021038.1_215,97,NZ_CP086350.1,912820,42,150M,subsp_nebraskensis_419B
972,NZ_CP021038.1_215,145,NZ_CP086350.1,912700,42,150M,subsp_nebraskensis_419B
973,NZ_CP021038.1_216,97,NZ_CP086350.1,2503659,24,150M,subsp_nebraskensis_419B
974,NZ_CP021038.1_216,145,NZ_CP086350.1,2503539,24,150M,subsp_nebraskensis_419B
975,NZ_CP021038.1_217,97,NZ_CP086350.1,1581661,8,150M,subsp_nebraskensis_419B
976,NZ_CP021038.1_217,145,NZ_CP086350.1,1581541,8,150M,subsp_nebraskensis_419B
977,NZ_CP021038.1_218,97,NZ_CP086350.1,2953583,24,150M,subsp_nebraskensis_419B
978,NZ_CP021038.1_218,145,NZ_CP086350.1,2953463,24,150M,subsp_nebraskensis_419B
979,NZ_CP021038.1_219,97,NZ_CP086350.1,1560562,42,150M,subsp_nebraskensis_419B
980,NZ_CP021038.1_219,145,NZ_CP086350.1,1560442,42,150M,subsp_nebraskensis_419B
981,NZ_CP021038.1_221,97,NZ_CP086350.1,2402180,40,150M,subsp_nebraskensis_419B
982,NZ_CP021038.1_221,145,NZ_CP086350.1,2402060,40,150M,subsp_nebraskensis_419B
983,NZ_CP021038.1_222,73,NZ_CP086350.1,95190,8,150M,subsp_nebraskensis_419B
984,NZ_CP021038.1_223,97,NZ_CP086350.1,1041889,24,150M,subsp_nebraskensis_419B
985,NZ_CP021038.1_223,145,NZ_CP086350.1,1041769,24,150M,subsp_nebraskensis_419B
986,NZ_CP021038.1_242,97,NZ_CP086350.1,1143429,40,150M,subsp_nebraskensis_419B
987,NZ_CP021038.1_242,145,NZ_CP086350.1,1143309,40,150M,subsp_nebraskensis_419B
988,NZ_CP021038.1_243,97,NZ_CP086350.1,1098187,23,150M,subsp_nebraskensis_419B
989,NZ_CP021038.1_243,145,NZ_CP086350.1,1098067,23,150M,subsp_nebraskensis_419B
990,NZ_CP021038.1_244,97,NZ_CP086350.1,2808801,24,150M,subsp_nebraskensis_419B
991,NZ_CP021038.1_244,145,NZ_CP086350.1,2808681,24,150M,subsp_nebraskensis_419B
992,NZ_CP021038.1_245,97,NZ_CP086350.1,1757950,23,150M,subsp_nebraskensis_419B
993,NZ_CP021038.1_245,145,NZ_CP086350.1,1757830,23,150M,subsp_nebraskensis_419B
994,NZ_CP021038.1_246,97,NZ_CP086350.1,2302134,0,150M,subsp_nebraskensis_419B
995,NZ_CP021038.1_246,145,NZ_CP086350.1,2302014,0,64M1I10M1D75M,subsp_nebraskensis_419B
996,NZ_CP021038.1_247,81,NZ_CP086350.1,803352,24,150M,subsp_nebraskensis_419B
997,NZ_CP021038.1_247,161,NZ_CP086350.1,803472,24,150M,subsp_nebraskensis_419B
998,NZ_CP021038.1_248,97,NZ_CP086350.1,277409,8,150M,subsp_nebraskensis_419B
999,NZ_CP021038.1_248,145,NZ_CP086350.1,277289,8,150M,subsp_nebraskensis_419B
1000,NZ_CP021038.1_249,97,NZ_CP086350.1,1204588,24,150M,subsp_nebraskensis_419B
1001,NZ_CP021038.1_249,145,NZ_CP086350.1,1204468,24,150M,subsp_nebraskensis_419B
1002,NZ_CP021038.1_251,97,NZ_CP086350.1,2130907,40,150M,subsp_nebraskensis_419B
1003,NZ_CP021038.1_251,145,NZ_CP086350.1,2130787,40,150M,subsp_nebraskensis_419B
1004,NZ_CP021038.1_252,97,NZ_CP086350.1,583494,40,150M,subsp_nebraskensis_419B
1005,NZ_CP021038.1_252,145,NZ_CP086350.1,583374,40,150M,subsp_nebraskensis_419B
1006,NZ_CP021038.1_253,97,NZ_CP086350.1,320065,23,150M,subsp_nebraskensis_419B
1007,NZ_CP021038.1_253,145,NZ_CP086350.1,319942,23,88M1D21M2D41M,subsp_nebraskensis_419B
1008,NZ_CP021038.1_254,97,NZ_CP086350.1,2543650,40,150M,subsp_nebraskensis_419B
1009,NZ_CP021038.1_254,145,NZ_CP086350.1,2543530,40,150M,subsp_nebraskensis_419B
1010,NZ_CP021038.1_255,97,NZ_CP086350.1,1543907,42,150M,subsp_nebraskensis_419B
1011,NZ_CP021038.1_255,145,NZ_CP086350.1,1543787,42,150M,subsp_nebraskensis_419B
1012,NZ_CP021038.1_256,153,NZ_CP086350.1,1969054,24,150M,subsp_nebraskensis_419B
1013,NZ_CP021038.1_225,97,NZ_CP086350.1,1836172,24,150M,subsp_nebraskensis_419B
1014,NZ_CP021038.1_225,145,NZ_CP086350.1,1836052,24,100M1I4M1D45M,subsp_nebraskensis_419B
1015,NZ_CP021038.1_226,97,NZ_CP086350.1,904135,3,150M,subsp_nebraskensis_419B
1016,NZ_CP021038.1_226,145,NZ_CP086350.1,904015,3,150M,subsp_nebraskensis_419B
1017,NZ_CP021038.1_227,97,NZ_CP086350.1,955122,42,150M,subsp_nebraskensis_419B
1018,NZ_CP021038.1_227,145,NZ_CP086350.1,955002,42,150M,subsp_nebraskensis_419B
1019,NZ_CP021038.1_228,97,NZ_CP086350.1,2113255,23,150M,subsp_nebraskensis_419B
1020,NZ_CP021038.1_228,145,NZ_CP086350.1,2113135,23,150M,subsp_nebraskensis_419B
1021,NZ_CP021038.1_229,97,NZ_CP086350.1,1571591,24,150M,subsp_nebraskensis_419B
1022,NZ_CP021038.1_229,145,NZ_CP086350.1,1571471,24,150M,subsp_nebraskensis_419B
1023,NZ_CP021038.1_230,97,NZ_CP086350.1,3023004,42,150M,subsp_nebraskensis_419B
1024,NZ_CP021038.1_230,145,NZ_CP086350.1,3022884,42,150M,subsp_nebraskensis_419B
1025,NZ_CP021038.1_231,97,NZ_CP086350.1,948205,24,150M,subsp_nebraskensis_419B
1026,NZ_CP021038.1_231,145,NZ_CP086350.1,948085,24,150M,subsp_nebraskensis_419B
1027,NZ_CP021038.1_232,97,NZ_CP086350.1,2939970,24,150M,subsp_nebraskensis_419B
1028,NZ_CP021038.1_232,145,NZ_CP086350.1,2939850,24,150M,subsp_nebraskensis_419B
1029,NZ_CP021038.1_233,97,NZ_CP086350.1,1723089,40,150M,subsp_nebraskensis_419B
1030,NZ_CP021038.1_233,145,NZ_CP086350.1,1722969,40,150M,subsp_nebraskensis_419B
1031,NZ_CP021038.1_234,97,NZ_CP086350.1,910061,42,150M,subsp_nebraskensis_419B
1032,NZ_CP021038.1_234,145,NZ_CP086350.1,909941,42,150M,subsp_nebraskensis_419B
1033,NZ_CP021038.1_235,97,NZ_CP086350.1,84680,42,150M,subsp_nebraskensis_419B
1034,NZ_CP021038.1_235,145,NZ_CP086350.1,84560,42,150M,subsp_nebraskensis_419B
1035,NZ_CP021038.1_236,97,NZ_CP086350.1,71252,40,150M,subsp_nebraskensis_419B
1036,NZ_CP021038.1_236,145,NZ_CP086350.1,71132,40,107M1I11M1D31M,subsp_nebraskensis_419B
1037,NZ_CP021038.1_237,97,NZ_CP086350.1,1923783,42,150M,subsp_nebraskensis_419B
1038,NZ_CP021038.1_237,145,NZ_CP086350.1,1923663,42,150M,subsp_nebraskensis_419B
1039,NZ_CP021038.1_238,73,NZ_CP086350.1,2004807,3,150M,subsp_nebraskensis_419B
1040,NZ_CP021038.1_239,73,NZ_CP086350.1,2092245,40,150M,subsp_nebraskensis_419B
1041,NZ_CP021038.1_240,97,NZ_CP086350.1,656511,42,150M,subsp_nebraskensis_419B
1042,NZ_CP021038.1_240,145,NZ_CP086350.1,656391,42,150M,subsp_nebraskensis_419B
1043,NZ_CP021038.1_257,97,NZ_CP086350.1,2912410,42,150M,subsp_nebraskensis_419B
1044,NZ_CP021038.1_257,145,NZ_CP086350.1,2912290,42,150M,subsp_nebraskensis_419B
1045,NZ_CP021038.1_258,97,NZ_CP086350.1,2366903,23,150M,subsp_nebraskensis_419B
1046,NZ_CP021038.1_258,145,NZ_CP086350.1,2366783,23,150M,subsp_nebraskensis_419B
1047,NZ_CP021038.1_260,97,NZ_CP086350.1,623165,42,150M,subsp_nebraskensis_419B
1048,NZ_CP021038.1_260,145,NZ_CP086350.1,623045,42,150M,subsp_nebraskensis_419B
1049,NZ_CP021038.1_261,97,NZ_CP086350.1,1440023,42,150M,subsp_nebraskensis_419B
1050,NZ_CP021038.1_261,145,NZ_CP086350.1,1439903,42,150M,subsp_nebraskensis_419B
1051,NZ_CP021038.1_262,97,NZ_CP086350.1,1353838,40,150M,subsp_nebraskensis_419B
1052,NZ_CP021038.1_262,145,NZ_CP086350.1,1353718,40,150M,subsp_nebraskensis_419B
1053,NZ_CP021038.1_265,97,NZ_CP086350.1,1053931,42,150M,subsp_nebraskensis_419B
1054,NZ_CP021038.1_265,145,NZ_CP086350.1,1053811,42,150M,subsp_nebraskensis_419B
1055,NZ_CP021038.1_266,97,NZ_CP086350.1,324642,24,150M,subsp_nebraskensis_419B
1056,NZ_CP021038.1_266,145,NZ_CP086350.1,324522,24,150M,subsp_nebraskensis_419B
1057,NZ_CP021038.1_267,97,NZ_CP086350.1,1134661,23,150M,subsp_nebraskensis_419B
1058,NZ_CP021038.1_267,145,NZ_CP086350.1,1134541,23,150M,subsp_nebraskensis_419B
1059,NZ_CP021038.1_270,97,NZ_CP086350.1,4522,23,150M,subsp_nebraskensis_419B
1060,NZ_CP021038.1_270,145,NZ_CP086350.1,4402,23,150M,subsp_nebraskensis_419B
1061,NZ_CP021038.1_271,97,NZ_CP086350.1,2526756,23,150M,subsp_nebraskensis_419B
1062,NZ_CP021038.1_271,145,NZ_CP086350.1,2526636,23,150M,subsp_nebraskensis_419B
1063,NZ_CP021038.1_272,81,NZ_CP086350.1,855676,42,150M,subsp_nebraskensis_419B
1064,NZ_CP021038.1_272,161,NZ_CP086350.1,855796,42,150M,subsp_nebraskensis_419B
1065,NZ_CP021038.1_321,97,NZ_CP086350.1,1034110,42,150M,subsp_nebraskensis_419B
1066,NZ_CP021038.1_321,145,NZ_CP086350.1,1033990,42,150M,subsp_nebraskensis_419B
1067,NZ_CP021038.1_324,73,NZ_CP086350.1,3007455,24,150M,subsp_nebraskensis_419B
1068,NZ_CP021038.1_326,97,NZ_CP086350.1,2567952,40,150M,subsp_nebraskensis_419B
1069,NZ_CP021038.1_326,145,NZ_CP086350.1,2567832,40,150M,subsp_nebraskensis_419B
1070,NZ_CP021038.1_327,97,NZ_CP086350.1,1564633,24,150M,subsp_nebraskensis_419B
1071,NZ_CP021038.1_327,145,NZ_CP086350.1,1564513,24,150M,subsp_nebraskensis_419B
1072,NZ_CP021038.1_328,97,NZ_CP086350.1,1772027,42,150M,subsp_nebraskensis_419B
1073,NZ_CP021038.1_328,145,NZ_CP086350.1,1771907,42,150M,subsp_nebraskensis_419B
1074,NZ_CP021038.1_329,97,NZ_CP086350.1,1327038,24,150M,subsp_nebraskensis_419B
1075,NZ_CP021038.1_329,145,NZ_CP086350.1,1326918,24,150M,subsp_nebraskensis_419B
1076,NZ_CP021038.1_331,97,NZ_CP086350.1,955611,24,150M,subsp_nebraskensis_419B
1077,NZ_CP021038.1_331,145,NZ_CP086350.1,955491,24,150M,subsp_nebraskensis_419B
1078,NZ_CP021038.1_273,97,NZ_CP086350.1,546911,42,150M,subsp_nebraskensis_419B
1079,NZ_CP021038.1_273,145,NZ_CP086350.1,546791,42,150M,subsp_nebraskensis_419B
1080,NZ_CP021038.1_274,81,NZ_CP086350.1,838162,40,150M,subsp_nebraskensis_419B
1081,NZ_CP021038.1_274,161,NZ_CP086350.1,838282,40,115M2D35M,subsp_nebraskensis_419B
1082,NZ_CP021038.1_275,97,NZ_CP086350.1,906440,24,150M,subsp_nebraskensis_419B
1083,NZ_CP021038.1_275,145,NZ_CP086350.1,906320,24,150M,subsp_nebraskensis_419B
1084,NZ_CP021038.1_276,97,NZ_CP086350.1,416237,24,150M,subsp_nebraskensis_419B
1085,NZ_CP021038.1_276,145,NZ_CP086350.1,416117,24,150M,subsp_nebraskensis_419B
1086,NZ_CP021038.1_278,97,NZ_CP086350.1,2947645,24,150M,subsp_nebraskensis_419B
1087,NZ_CP021038.1_278,145,NZ_CP086350.1,2947525,24,150M,subsp_nebraskensis_419B
1088,NZ_CP021038.1_279,97,NZ_CP086350.1,2704093,42,150M,subsp_nebraskensis_419B
1089,NZ_CP021038.1_279,145,NZ_CP086350.1,2703973,42,150M,subsp_nebraskensis_419B
1090,NZ_CP021038.1_280,97,NZ_CP086350.1,1090527,40,150M,subsp_nebraskensis_419B
1091,NZ_CP021038.1_280,145,NZ_CP086350.1,1090407,40,150M,subsp_nebraskensis_419B
1092,NZ_CP021038.1_282,97,NZ_CP086350.1,2275331,42,150M,subsp_nebraskensis_419B
1093,NZ_CP021038.1_282,145,NZ_CP086350.1,2275211,42,150M,subsp_nebraskensis_419B
1094,NZ_CP021038.1_283,97,NZ_CP086350.1,2759152,42,150M,subsp_nebraskensis_419B
1095,NZ_CP021038.1_283,145,NZ_CP086350.1,2759032,42,150M,subsp_nebraskensis_419B
1096,NZ_CP021038.1_284,97,NZ_CP086350.1,2538358,42,150M,subsp_nebraskensis_419B
1097,NZ_CP021038.1_284,145,NZ_CP086350.1,2538238,42,150M,subsp_nebraskensis_419B
1098,NZ_CP021038.1_285,97,NZ_CP086350.1,2476895,24,150M,subsp_nebraskensis_419B
1099,NZ_CP021038.1_285,145,NZ_CP086350.1,2476775,24,150M,subsp_nebraskensis_419B
1100,NZ_CP021038.1_286,97,NZ_CP086350.1,1866480,24,150M,subsp_nebraskensis_419B
1101,NZ_CP021038.1_286,145,NZ_CP086350.1,1866360,24,150M,subsp_nebraskensis_419B
